,Samples,Elapsed Time,Status,Line Rate,Bits Count,Errors Count,BER,SNR
0,1,24,53.109 Gbps,53.109 Gbps,6.995131e+11,7.72680e+04,1.10028e-07,0.00000
1,2,33,53.109 Gbps,53.121 Gbps,1.182144e+12,1.31288e+05,1.10322e-07,0.00000
2,3,64,53.109 Gbps,53.109 Gbps,2.845686e+12,3.14233e+05,1.10227e-07,19.85771
3,4,77,53.121 Gbps,53.109 Gbps,3.554883e+12,3.92984e+05,1.10285e-07,19.76461
4,5,91,53.121 Gbps,53.121 Gbps,4.304769e+12,4.75353e+05,1.10229e-07,19.12413
5,6,105,53.121 Gbps,53.109 Gbps,5.032232e+12,5.55200e+05,1.10179e-07,20.30158
6,7,118,53.121 Gbps,53.109 Gbps,5.740874e+12,6.34526e+05,1.10391e-07,19.95436
7,8,132,53.109 Gbps,53.109 Gbps,6.477918e+12,7.17038e+05,1.10458e-07,18.92411
8,9,146,53.121 Gbps,53.109 Gbps,7.212576e+12,7.96776e+05,1.10370e-07,19.96829
9,10,160,53.121 Gbps,53.109 Gbps,7.947312e+12,8.78267e+05,1.10363e-07,18.62250
10,11,174,53.121 Gbps,53.109 Gbps,8.678801e+12,9.59206e+05,1.10436e-07,19.10881
11,12,189,53.109 Gbps,53.109 Gbps,9.472109e+12,1.04548e+06,1.10296e-07,18.38647
12,13,203,53.121 Gbps,53.121 Gbps,1.022509e+13,1.12886e+06,1.10261e-07,20.53516
13,14,218,53.121 Gbps,53.109 Gbps,1.101471e+13,1.21487e+06,1.10238e-07,19.09114
14,15,233,53.121 Gbps,53.109 Gbps,1.184174e+13,1.30508e+06,1.10125e-07,18.91510
15,16,247,53.109 Gbps,53.109 Gbps,1.260045e+13,1.38987e+06,1.10229e-07,19.43593
16,17,262,53.109 Gbps,53.121 Gbps,1.339068e+13,1.47876e+06,1.10327e-07,19.54837
17,18,277,53.109 Gbps,53.109 Gbps,1.416366e+13,1.56391e+06,1.10362e-07,20.00054
18,19,292,53.109 Gbps,53.109 Gbps,1.495048e+13,1.65086e+06,1.10362e-07,19.95720
19,20,306,53.109 Gbps,53.121 Gbps,1.569866e+13,1.73311e+06,1.10347e-07,20.34176
20,21,321,53.109 Gbps,53.109 Gbps,1.650541e+13,1.82245e+06,1.10367e-07,18.82791
21,22,335,53.109 Gbps,53.109 Gbps,1.726531e+13,1.90608e+06,1.10325e-07,19.90244
22,23,350,53.121 Gbps,53.121 Gbps,1.803871e+13,1.98924e+06,1.10229e-07,19.30326
23,24,365,53.109 Gbps,53.121 Gbps,1.882949e+13,2.07571e+06,1.10194e-07,20.09337
24,25,379,53.109 Gbps,53.109 Gbps,1.961610e+13,2.16324e+06,1.10237e-07,19.74409
25,26,394,53.121 Gbps,53.121 Gbps,2.039772e+13,2.24946e+06,1.10252e-07,19.20543
26,27,409,53.109 Gbps,53.109 Gbps,2.116716e+13,2.33558e+06,1.10310e-07,18.67221
27,28,423,53.109 Gbps,53.109 Gbps,2.193627e+13,2.42118e+06,1.10342e-07,20.04884
28,29,438,53.109 Gbps,53.109 Gbps,2.271940e+13,2.50879e+06,1.10382e-07,18.82970
29,30,453,53.109 Gbps,53.109 Gbps,2.354206e+13,2.59991e+06,1.10408e-07,19.74472
30,31,468,53.121 Gbps,53.121 Gbps,2.433604e+13,2.68929e+06,1.10448e-07,19.89572
31,32,484,53.109 Gbps,53.121 Gbps,2.515640e+13,2.78129e+06,1.10531e-07,19.53652
32,33,499,53.109 Gbps,53.121 Gbps,2.597085e+13,2.87314e+06,1.10577e-07,19.21780
33,34,514,53.109 Gbps,53.121 Gbps,2.678843e+13,2.96411e+06,1.10596e-07,19.81552
34,35,530,53.109 Gbps,53.121 Gbps,2.758928e+13,3.05310e+06,1.10636e-07,18.81622
35,36,545,53.121 Gbps,53.109 Gbps,2.840555e+13,3.14389e+06,1.10646e-07,19.36207
36,37,560,53.109 Gbps,53.109 Gbps,2.921023e+13,3.23284e+06,1.10654e-07,19.29413
37,38,575,53.109 Gbps,53.109 Gbps,3.001082e+13,3.32102e+06,1.10637e-07,19.37003
38,39,591,53.121 Gbps,53.109 Gbps,3.084015e+13,3.41285e+06,1.10634e-07,18.92384
39,40,606,53.109 Gbps,53.109 Gbps,3.164649e+13,3.50237e+06,1.10645e-07,19.11448
40,41,621,53.121 Gbps,53.109 Gbps,3.243698e+13,3.59073e+06,1.10649e-07,19.40803
41,42,636,53.109 Gbps,53.109 Gbps,3.323689e+13,3.67778e+06,1.10638e-07,18.95226
42,43,651,53.109 Gbps,53.109 Gbps,3.407022e+13,3.77054e+06,1.10640e-07,19.71059
43,44,667,53.109 Gbps,53.109 Gbps,3.486946e+13,3.85950e+06,1.10642e-07,19.27293
44,45,682,53.121 Gbps,53.109 Gbps,3.571293e+13,3.95145e+06,1.10622e-07,19.00408
45,46,698,53.109 Gbps,53.109 Gbps,3.653851e+13,4.04194e+06,1.10593e-07,19.63916
46,47,713,53.109 Gbps,53.121 Gbps,3.736618e+13,4.13382e+06,1.10606e-07,19.79705
47,48,729,53.121 Gbps,53.109 Gbps,3.819451e+13,4.22644e+06,1.10635e-07,19.39258
48,49,745,53.121 Gbps,53.109 Gbps,3.903843e+13,4.31976e+06,1.10629e-07,20.39630
49,50,761,53.109 Gbps,53.121 Gbps,3.986372e+13,4.41046e+06,1.10616e-07,18.98483
50,51,776,53.109 Gbps,53.121 Gbps,4.070173e+13,4.50246e+06,1.10601e-07,19.44149
51,52,792,53.109 Gbps,53.121 Gbps,4.152348e+13,4.59292e+06,1.10578e-07,20.52811
52,53,808,53.121 Gbps,53.109 Gbps,4.236983e+13,4.68504e+06,1.10563e-07,19.26030
53,54,824,53.121 Gbps,53.121 Gbps,4.320423e+13,4.77720e+06,1.10561e-07,19.56665
54,55,839,53.109 Gbps,53.109 Gbps,4.405108e+13,4.87048e+06,1.10547e-07,19.41304
55,56,855,53.121 Gbps,53.121 Gbps,4.488009e+13,4.96066e+06,1.10518e-07,19.91218
56,57,871,53.121 Gbps,53.121 Gbps,4.574688e+13,5.05561e+06,1.10484e-07,20.23674
57,58,888,53.121 Gbps,53.109 Gbps,4.662678e+13,5.15264e+06,1.10491e-07,19.47892
58,59,905,53.121 Gbps,53.109 Gbps,4.753355e+13,5.25279e+06,1.10490e-07,19.57636
59,60,922,53.109 Gbps,53.121 Gbps,4.845418e+13,5.35470e+06,1.10495e-07,19.46137
60,61,939,53.121 Gbps,53.109 Gbps,4.934469e+13,5.45224e+06,1.10476e-07,19.81049
61,62,956,53.109 Gbps,53.109 Gbps,5.024862e+13,5.55151e+06,1.10465e-07,19.67150
62,63,973,53.121 Gbps,53.109 Gbps,5.116720e+13,5.65440e+06,1.10486e-07,18.63657
63,64,990,53.109 Gbps,53.109 Gbps,5.202610e+13,5.75006e+06,1.10505e-07,19.05612
64,65,1007,53.109 Gbps,53.121 Gbps,5.295805e+13,5.85268e+06,1.10503e-07,19.67188
65,66,1023,53.109 Gbps,53.121 Gbps,5.381374e+13,5.94798e+06,1.10502e-07,19.98439
66,67,1040,53.109 Gbps,53.121 Gbps,5.469527e+13,6.04484e+06,1.10502e-07,19.01721
67,68,1057,53.121 Gbps,53.109 Gbps,5.558788e+13,6.14323e+06,1.10500e-07,18.94880
68,69,1073,53.109 Gbps,53.121 Gbps,5.645986e+13,6.23968e+06,1.10500e-07,20.20924
69,70,1090,53.109 Gbps,53.109 Gbps,5.735148e+13,6.33855e+06,1.10509e-07,20.29893
70,71,1106,53.121 Gbps,53.109 Gbps,5.824511e+13,6.43935e+06,1.10543e-07,19.29565
71,72,1123,53.109 Gbps,53.121 Gbps,5.913633e+13,6.53815e+06,1.10549e-07,20.32108
72,73,1140,53.121 Gbps,53.109 Gbps,6.001547e+13,6.63539e+06,1.10548e-07,19.68652
73,74,1157,53.109 Gbps,53.109 Gbps,6.091677e+13,6.73536e+06,1.10552e-07,19.19249
74,75,1173,53.121 Gbps,53.109 Gbps,6.179513e+13,6.83144e+06,1.10538e-07,19.45799
75,76,1190,53.109 Gbps,53.109 Gbps,6.267033e+13,6.92749e+06,1.10528e-07,18.66160
76,77,1206,53.109 Gbps,53.109 Gbps,6.354912e+13,7.02530e+06,1.10536e-07,18.83740
77,78,1224,53.109 Gbps,53.109 Gbps,6.446620e+13,7.12803e+06,1.10556e-07,19.41168
78,79,1241,53.109 Gbps,53.109 Gbps,6.538124e+13,7.22995e+06,1.10568e-07,19.77349
79,80,1258,53.109 Gbps,53.109 Gbps,6.629295e+13,7.33175e+06,1.10582e-07,20.00333
80,81,1275,53.109 Gbps,53.109 Gbps,6.718629e+13,7.43082e+06,1.10589e-07,20.09078
81,82,1292,53.121 Gbps,53.109 Gbps,6.808227e+13,7.52990e+06,1.10588e-07,18.94677
82,83,1309,53.109 Gbps,53.121 Gbps,6.899104e+13,7.62943e+06,1.10574e-07,19.32036
83,84,1326,53.109 Gbps,53.121 Gbps,6.992548e+13,7.73230e+06,1.10566e-07,19.90919
84,85,1344,53.121 Gbps,53.121 Gbps,7.083714e+13,7.83170e+06,1.10548e-07,19.25825
85,86,1361,53.109 Gbps,53.109 Gbps,7.175439e+13,7.93084e+06,1.10518e-07,19.94960
86,87,1378,53.109 Gbps,53.109 Gbps,7.268195e+13,8.03335e+06,1.10521e-07,19.51885
87,88,1396,53.109 Gbps,53.109 Gbps,7.360362e+13,8.13527e+06,1.10515e-07,19.11372
88,89,1414,53.109 Gbps,53.109 Gbps,7.457485e+13,8.24299e+06,1.10517e-07,19.78265
89,90,1432,53.121 Gbps,53.121 Gbps,7.553194e+13,8.34931e+06,1.10529e-07,18.39740
