,Samples,Elapsed Time,Status,Line Rate,Bits Count,Errors Count,BER,SNR
0,1,28,53.121 Gbps,53.121 Gbps,4.631440e+11,8.02860e+04,1.71960e-07,0.00000
1,2,52,53.109 Gbps,53.109 Gbps,1.741334e+12,3.01128e+05,1.72439e-07,0.00000
2,3,71,53.109 Gbps,53.109 Gbps,2.785219e+12,4.82058e+05,1.72550e-07,19.50679
3,4,85,53.109 Gbps,53.121 Gbps,3.510792e+12,6.10270e+05,1.73509e-07,20.36335
4,5,99,53.121 Gbps,53.109 Gbps,4.248111e+12,7.38690e+05,1.73632e-07,19.64069
5,6,112,53.109 Gbps,53.121 Gbps,4.952966e+12,8.61631e+05,1.73751e-07,20.13633
6,7,126,53.109 Gbps,53.109 Gbps,5.690110e+12,9.91981e+05,1.74140e-07,19.73463
7,8,140,53.109 Gbps,53.109 Gbps,6.405817e+12,1.11772e+06,1.74284e-07,20.91242
8,9,154,53.109 Gbps,53.109 Gbps,7.148799e+12,1.24786e+06,1.74233e-07,19.71957
9,10,167,53.121 Gbps,53.121 Gbps,7.884210e+12,1.37482e+06,1.74259e-07,20.23793
10,11,182,53.121 Gbps,53.109 Gbps,8.635518e+12,1.50394e+06,1.73993e-07,19.53104
11,12,196,53.109 Gbps,53.121 Gbps,9.419845e+12,1.63585e+06,1.73520e-07,20.41035
12,13,211,53.109 Gbps,53.121 Gbps,1.018157e+13,1.76762e+06,1.73500e-07,20.23292
13,14,226,53.109 Gbps,53.121 Gbps,1.096816e+13,1.90558e+06,1.73623e-07,20.53628
14,15,241,53.109 Gbps,53.109 Gbps,1.179520e+13,2.05087e+06,1.73751e-07,20.27339
15,16,256,53.109 Gbps,53.109 Gbps,1.256193e+13,2.18615e+06,1.73935e-07,21.01626
16,17,270,53.121 Gbps,53.109 Gbps,1.333091e+13,2.31927e+06,1.73894e-07,20.10525
17,18,285,53.109 Gbps,53.121 Gbps,1.412089e+13,2.45654e+06,1.73807e-07,20.25280
18,19,299,53.109 Gbps,53.109 Gbps,1.487184e+13,2.58507e+06,1.73741e-07,20.87865
19,20,314,53.121 Gbps,53.121 Gbps,1.565911e+13,2.72203e+06,1.73743e-07,20.03808
20,21,329,53.109 Gbps,53.121 Gbps,1.644366e+13,2.85988e+06,1.73842e-07,20.50770
21,22,343,53.121 Gbps,53.109 Gbps,1.721071e+13,2.99547e+06,1.73950e-07,21.09871
22,23,358,53.109 Gbps,53.109 Gbps,1.798538e+13,3.13065e+06,1.73956e-07,19.98112
23,24,373,53.109 Gbps,53.109 Gbps,1.879407e+13,3.27158e+06,1.74009e-07,18.93064
24,25,387,53.109 Gbps,53.109 Gbps,1.956107e+13,3.40410e+06,1.73953e-07,19.30311
25,26,402,53.109 Gbps,53.109 Gbps,2.033918e+13,3.53744e+06,1.73838e-07,19.73720
26,27,416,53.109 Gbps,53.121 Gbps,2.110233e+13,3.66661e+06,1.73695e-07,19.60899
27,28,431,53.109 Gbps,53.121 Gbps,2.187505e+13,3.79962e+06,1.73643e-07,20.05150
28,29,446,53.109 Gbps,53.109 Gbps,2.267355e+13,3.93844e+06,1.73650e-07,20.15258
29,30,461,53.109 Gbps,53.121 Gbps,2.347108e+13,4.07839e+06,1.73683e-07,20.47245
30,31,476,53.109 Gbps,53.109 Gbps,2.429422e+13,4.22220e+06,1.73718e-07,20.07024
31,32,492,53.121 Gbps,53.109 Gbps,2.510877e+13,4.36227e+06,1.73693e-07,19.76143
32,33,507,53.109 Gbps,53.109 Gbps,2.592248e+13,4.50473e+06,1.73728e-07,20.88662
33,34,522,53.121 Gbps,53.109 Gbps,2.674334e+13,4.64655e+06,1.73703e-07,19.74948
34,35,538,53.109 Gbps,53.109 Gbps,2.754830e+13,4.78653e+06,1.73700e-07,20.21522
35,36,553,53.109 Gbps,53.109 Gbps,2.835241e+13,4.92403e+06,1.73630e-07,19.97896
36,37,568,53.121 Gbps,53.109 Gbps,2.914707e+13,5.06035e+06,1.73571e-07,19.30810
