,Samples,Elapsed Time,Status,Line Rate,Bits Count,Errors Count,BER,SNR
0,1,27,53.109 Gbps,53.109 Gbps,5.146272e+11,3.13710e+04,6.05001e-08,0.00000
1,2,47,53.109 Gbps,53.109 Gbps,1.586704e+12,9.66120e+04,6.06842e-08,0.00000
2,3,70,53.121 Gbps,53.121 Gbps,2.800474e+12,1.71063e+05,6.08981e-08,20.23676
3,4,84,53.109 Gbps,53.109 Gbps,3.535382e+12,2.15629e+05,6.08862e-08,20.41288
4,5,98,53.109 Gbps,53.109 Gbps,4.271503e+12,2.61182e+05,6.10546e-08,19.90928
5,6,111,53.121 Gbps,53.121 Gbps,4.972205e+12,3.04713e+05,6.12056e-08,19.65519
6,7,125,53.121 Gbps,53.121 Gbps,5.708942e+12,3.50190e+05,6.12755e-08,19.31192
7,8,138,53.109 Gbps,53.121 Gbps,6.426633e+12,3.94192e+05,6.12719e-08,19.92483
8,9,152,53.109 Gbps,53.109 Gbps,7.167948e+12,4.39891e+05,6.13261e-08,19.45052
9,10,166,53.109 Gbps,53.109 Gbps,7.901397e+12,4.85812e+05,6.14212e-08,20.41206
10,11,180,53.109 Gbps,53.109 Gbps,8.647073e+12,5.31052e+05,6.13678e-08,19.29423
11,12,195,53.109 Gbps,53.109 Gbps,9.436970e+12,5.79609e+05,6.13727e-08,19.23907
12,13,209,53.109 Gbps,53.109 Gbps,1.019703e+13,6.26110e+05,6.13571e-08,19.34838
13,14,224,53.109 Gbps,53.109 Gbps,1.098369e+13,6.74052e+05,6.13394e-08,19.81559
14,15,239,53.109 Gbps,53.109 Gbps,1.180895e+13,7.24600e+05,6.13191e-08,19.30274
15,16,254,53.109 Gbps,53.109 Gbps,1.257913e+13,7.72138e+05,6.13469e-08,19.59609
16,17,268,53.109 Gbps,53.109 Gbps,1.335278e+13,8.19959e+05,6.13772e-08,19.03350
17,18,283,53.109 Gbps,53.109 Gbps,1.413762e+13,8.68440e+05,6.13760e-08,19.68045
18,19,297,53.121 Gbps,53.121 Gbps,1.488807e+13,9.14371e+05,6.13847e-08,19.70554
19,20,312,53.109 Gbps,53.109 Gbps,1.567256e+13,9.61393e+05,6.13112e-08,19.47184
20,21,327,53.121 Gbps,53.121 Gbps,1.646402e+13,1.00895e+06,6.12571e-08,19.94240
