,Samples,Elapsed Time,Status,Line Rate,Bits Count,Errors Count,BER,SNR
0,1,29,53.121 Gbps,53.121 Gbps,4.416316e+11,0.00000e+00,2.22888e-12,0.00000
1,2,54,53.109 Gbps,53.121 Gbps,1.792075e+12,1.00000e+00,5.53779e-13,0.00000
2,3,72,53.109 Gbps,53.109 Gbps,2.781333e+12,4.00000e+00,1.43220e-12,0.00000
3,4,86,53.109 Gbps,53.109 Gbps,3.507933e+12,5.00000e+00,1.41923e-12,0.00000
4,5,100,53.121 Gbps,53.109 Gbps,4.241306e+12,6.00000e+00,1.41081e-12,0.00000
5,6,113,53.121 Gbps,53.109 Gbps,4.949339e+12,7.00000e+00,1.41108e-12,0.00000
6,7,127,53.109 Gbps,53.109 Gbps,5.680253e+12,7.00000e+00,1.22995e-12,0.00000
7,8,140,53.109 Gbps,53.109 Gbps,6.400547e+12,7.00000e+00,1.09136e-12,0.00000
8,9,154,53.109 Gbps,53.109 Gbps,7.144339e+12,7.00000e+00,9.77853e-13,0.00000
9,10,168,53.109 Gbps,53.109 Gbps,7.875322e+12,7.00000e+00,8.86803e-13,0.00000
10,11,182,53.109 Gbps,53.121 Gbps,8.630792e+12,8.00000e+00,9.24778e-13,0.00000
11,12,197,53.109 Gbps,53.121 Gbps,9.414605e+12,9.00000e+00,9.54589e-13,0.00000
12,13,211,53.109 Gbps,53.121 Gbps,1.017600e+13,1.00000e+01,9.80803e-13,0.00000
13,14,226,53.109 Gbps,53.109 Gbps,1.096879e+13,1.20000e+01,1.09187e-12,0.00000
14,15,242,53.109 Gbps,53.109 Gbps,1.179034e+13,1.20000e+01,1.01679e-12,0.00000
15,16,256,53.109 Gbps,53.109 Gbps,1.255937e+13,1.20000e+01,9.54230e-13,0.00000
16,17,271,53.109 Gbps,53.109 Gbps,1.332619e+13,1.40000e+01,1.04946e-12,0.00000
17,18,286,53.109 Gbps,53.121 Gbps,1.412004e+13,1.40000e+01,9.90373e-13,0.00000
18,19,300,53.109 Gbps,53.121 Gbps,1.486797e+13,1.40000e+01,9.40792e-13,0.00000
19,20,315,53.121 Gbps,53.121 Gbps,1.565982e+13,1.50000e+01,9.57118e-13,0.00000
20,21,329,53.109 Gbps,53.121 Gbps,1.644222e+13,1.60000e+01,9.72161e-13,0.00000
21,22,344,53.109 Gbps,53.109 Gbps,1.720544e+13,1.60000e+01,9.29146e-13,0.00000
22,23,358,53.109 Gbps,53.121 Gbps,1.798173e+13,1.70000e+01,9.44548e-13,0.00000
23,24,374,53.121 Gbps,53.109 Gbps,1.878991e+13,1.80000e+01,9.57139e-13,0.00000
24,25,388,53.109 Gbps,53.109 Gbps,1.955493e+13,1.80000e+01,9.19676e-13,0.00000
