,Samples,Elapsed Time,Status,Line Rate,Bits Count,Errors Count,BER,SNR
0,1,30,53.109 Gbps,53.109 Gbps,3.652938e+11,0.00000e+00,2.69006e-12,0.00000
1,2,61,53.121 Gbps,53.121 Gbps,2.046656e+12,0.00000e+00,4.85204e-13,0.00000
2,3,75,53.121 Gbps,53.121 Gbps,2.799897e+12,0.00000e+00,3.55457e-13,23.91108
3,4,90,53.109 Gbps,53.121 Gbps,3.552877e+12,0.00000e+00,2.80403e-13,22.05593
4,5,103,53.109 Gbps,53.109 Gbps,4.285365e+12,0.00000e+00,2.32592e-13,23.62593
5,6,117,53.121 Gbps,53.121 Gbps,4.988866e+12,0.00000e+00,1.99894e-13,22.19176
6,7,131,53.121 Gbps,53.109 Gbps,5.726107e+12,1.00000e+00,1.74021e-13,23.36194
7,8,144,53.121 Gbps,53.109 Gbps,6.456327e+12,1.00000e+00,1.54551e-13,22.15072
8,9,158,53.109 Gbps,53.121 Gbps,7.203988e+12,1.00000e+00,1.38502e-13,24.15700
9,10,172,53.121 Gbps,53.109 Gbps,7.935435e+12,1.00000e+00,1.25801e-13,23.05924
10,11,187,53.121 Gbps,53.121 Gbps,8.725232e+12,1.00000e+00,1.14412e-13,21.89984
11,12,201,53.109 Gbps,53.109 Gbps,9.479660e+12,1.00000e+00,1.05308e-13,22.60267
12,13,216,53.121 Gbps,53.121 Gbps,1.025830e+13,1.00000e+00,9.72996e-14,23.43066
13,14,232,53.121 Gbps,53.121 Gbps,1.109377e+13,1.00000e+00,8.99914e-14,21.58297
14,15,246,53.121 Gbps,53.109 Gbps,1.185449e+13,1.00000e+00,8.42629e-14,22.22920
15,16,261,53.121 Gbps,53.109 Gbps,1.264169e+13,1.00000e+00,7.90271e-14,23.85755
16,17,275,53.109 Gbps,53.109 Gbps,1.341234e+13,1.00000e+00,7.44775e-14,23.34867
17,18,290,53.109 Gbps,53.121 Gbps,1.420158e+13,1.00000e+00,7.03466e-14,23.63112
18,19,304,53.121 Gbps,53.109 Gbps,1.494985e+13,1.00000e+00,6.68344e-14,22.06025
19,20,319,53.121 Gbps,53.109 Gbps,1.576155e+13,1.00000e+00,6.33910e-14,23.12405
20,21,334,53.109 Gbps,53.121 Gbps,1.652144e+13,1.00000e+00,6.04696e-14,21.69694
21,22,348,53.109 Gbps,53.121 Gbps,1.729648e+13,1.00000e+00,5.77742e-14,24.37289
22,23,363,53.109 Gbps,53.109 Gbps,1.808637e+13,1.00000e+00,5.52533e-14,24.03030
23,24,378,53.121 Gbps,53.121 Gbps,1.886963e+13,1.00000e+00,5.29568e-14,22.10801
24,25,393,53.109 Gbps,53.109 Gbps,1.964572e+13,1.00000e+00,5.08687e-14,23.35049
25,26,407,53.121 Gbps,53.109 Gbps,2.042112e+13,1.00000e+00,4.89390e-14,22.43901
26,27,421,53.109 Gbps,53.121 Gbps,2.118560e+13,1.00000e+00,4.71717e-14,24.07135
27,28,436,53.109 Gbps,53.109 Gbps,2.197566e+13,1.00000e+00,4.54673e-14,23.73934
28,29,452,53.109 Gbps,53.109 Gbps,2.278825e+13,1.00000e+00,4.38442e-14,21.93728
29,30,467,53.109 Gbps,53.109 Gbps,2.358873e+13,1.00000e+00,4.23585e-14,22.15181
30,31,482,53.121 Gbps,53.109 Gbps,2.440274e+13,1.00000e+00,4.09564e-14,22.19049
31,32,498,53.121 Gbps,53.109 Gbps,2.522298e+13,1.00000e+00,3.96153e-14,23.15545
32,33,513,53.121 Gbps,53.121 Gbps,2.603391e+13,1.00000e+00,3.83797e-14,23.44956
33,34,528,53.121 Gbps,53.121 Gbps,2.684721e+13,1.00000e+00,3.72275e-14,23.05387
34,35,543,53.109 Gbps,53.121 Gbps,2.765196e+13,1.00000e+00,3.61432e-14,22.21846
35,36,558,53.109 Gbps,53.109 Gbps,2.846074e+13,1.00000e+00,3.51178e-14,23.08234
36,37,573,53.121 Gbps,53.109 Gbps,2.926219e+13,1.00000e+00,3.41580e-14,23.39641
37,38,589,53.109 Gbps,53.109 Gbps,3.008995e+13,1.00000e+00,3.32184e-14,22.21764
38,39,604,53.109 Gbps,53.109 Gbps,3.089830e+13,1.00000e+00,3.23493e-14,21.34180
39,40,619,53.109 Gbps,53.121 Gbps,3.169161e+13,1.00000e+00,3.15358e-14,22.68678
