,Samples,Elapsed Time,Status,Line Rate,Bits Count,Errors Count,BER,SNR
0,1,26,53.121 Gbps,53.121 Gbps,6.003677e+11,0.00000e+00,1.64624e-12,0.00000
1,2,42,53.109 Gbps,53.121 Gbps,1.447328e+12,0.00000e+00,6.83907e-13,0.00000
2,3,68,53.121 Gbps,53.109 Gbps,2.831453e+12,0.00000e+00,3.51111e-13,21.57232
3,4,81,53.121 Gbps,53.109 Gbps,3.553666e+12,0.00000e+00,2.79785e-13,22.51994
4,5,95,53.121 Gbps,53.109 Gbps,4.291900e+12,0.00000e+00,2.31978e-13,21.87063
5,6,109,53.109 Gbps,53.109 Gbps,5.016080e+12,0.00000e+00,1.98888e-13,22.44402
6,7,122,53.109 Gbps,53.109 Gbps,5.736068e+12,0.00000e+00,1.73929e-13,22.37624
7,8,136,53.109 Gbps,53.109 Gbps,6.465452e+12,0.00000e+00,1.54330e-13,22.86463
8,9,150,53.109 Gbps,53.109 Gbps,7.204082e+12,0.00000e+00,1.38582e-13,23.65547
9,10,164,53.121 Gbps,53.121 Gbps,7.928186e+12,0.00000e+00,1.25934e-13,22.49995
10,11,177,53.121 Gbps,53.109 Gbps,8.670928e+12,0.00000e+00,1.15072e-13,22.55776
11,12,192,53.109 Gbps,53.109 Gbps,9.467210e+12,0.00000e+00,1.05434e-13,23.06747
12,13,207,53.109 Gbps,53.121 Gbps,1.022381e+13,0.00000e+00,9.76934e-14,23.04600
13,14,221,53.121 Gbps,53.121 Gbps,1.101006e+13,0.00000e+00,9.07006e-14,23.05446
14,15,237,53.121 Gbps,53.109 Gbps,1.183304e+13,0.00000e+00,8.44099e-14,21.90460
15,16,251,53.109 Gbps,53.121 Gbps,1.260287e+13,0.00000e+00,7.92544e-14,23.00397
16,17,266,53.121 Gbps,53.109 Gbps,1.337815e+13,0.00000e+00,7.46761e-14,22.27631
17,18,281,53.121 Gbps,53.109 Gbps,1.416299e+13,0.00000e+00,7.05312e-14,22.30143
18,19,295,53.109 Gbps,53.121 Gbps,1.492656e+13,0.00000e+00,6.69388e-14,22.51358
19,20,310,53.109 Gbps,53.109 Gbps,1.569846e+13,0.00000e+00,6.36389e-14,22.62557
20,21,325,53.109 Gbps,53.121 Gbps,1.649408e+13,0.00000e+00,6.05826e-14,21.93124
21,22,339,53.109 Gbps,53.109 Gbps,1.725415e+13,0.00000e+00,5.79084e-14,22.10562
22,23,354,53.121 Gbps,53.109 Gbps,1.802437e+13,0.00000e+00,5.54338e-14,22.99760
23,24,369,53.121 Gbps,53.109 Gbps,1.883769e+13,0.00000e+00,5.30463e-14,22.82707
24,25,383,53.109 Gbps,53.121 Gbps,1.960583e+13,0.00000e+00,5.09522e-14,22.97539
25,26,398,53.109 Gbps,53.109 Gbps,2.039039e+13,0.00000e+00,4.90079e-14,22.91315
26,27,413,53.109 Gbps,53.121 Gbps,2.116071e+13,0.00000e+00,4.72303e-14,21.45834
27,28,427,53.109 Gbps,53.109 Gbps,2.192894e+13,0.00000e+00,4.55745e-14,22.98068
28,29,442,53.109 Gbps,53.121 Gbps,2.271307e+13,0.00000e+00,4.40011e-14,23.27451
29,30,457,53.109 Gbps,53.109 Gbps,2.352241e+13,0.00000e+00,4.24944e-14,23.36329
30,31,472,53.121 Gbps,53.109 Gbps,2.433387e+13,0.00000e+00,4.10726e-14,22.61746
31,32,488,53.109 Gbps,53.109 Gbps,2.514161e+13,0.00000e+00,3.97502e-14,23.51273
