,Samples,Elapsed Time,Status,Line Rate,Bits Count,Errors Count,BER,SNR
0,1,24,53.109 Gbps,53.109 Gbps,6.610586e+11,2.86000e+02,4.35530e-10,0.00000
1,2,36,53.109 Gbps,53.109 Gbps,1.268727e+12,5.61000e+02,4.40575e-10,0.00000
2,3,65,53.121 Gbps,53.109 Gbps,2.846573e+12,1.25700e+03,4.40011e-10,21.21561
3,4,79,53.121 Gbps,53.121 Gbps,3.557719e+12,1.57000e+03,4.39725e-10,21.17868
4,5,93,53.121 Gbps,53.109 Gbps,4.301171e+12,1.87800e+03,4.36422e-10,21.38819
5,6,106,53.121 Gbps,53.121 Gbps,5.029084e+12,2.18800e+03,4.35333e-10,21.48106
6,7,120,53.121 Gbps,53.109 Gbps,5.739208e+12,2.48400e+03,4.32822e-10,20.15101
7,8,134,53.109 Gbps,53.121 Gbps,6.474281e+12,2.84200e+03,4.37926e-10,20.12353
8,9,148,53.109 Gbps,53.121 Gbps,7.209914e+12,3.18700e+03,4.41889e-10,21.22796
9,10,161,53.109 Gbps,53.109 Gbps,7.949257e+12,3.50300e+03,4.39963e-10,20.04280
10,11,175,53.121 Gbps,53.109 Gbps,8.680158e+12,3.83800e+03,4.41753e-10,20.99887
11,12,190,53.109 Gbps,53.109 Gbps,9.467340e+12,4.19800e+03,4.43163e-10,20.31571
12,13,204,53.109 Gbps,53.121 Gbps,1.023131e+13,4.54600e+03,4.44059e-10,20.91821
13,14,219,53.109 Gbps,53.121 Gbps,1.101284e+13,4.93600e+03,4.47774e-10,21.01280
14,15,235,53.109 Gbps,53.109 Gbps,1.183865e+13,5.28400e+03,4.46122e-10,21.00421
15,16,249,53.109 Gbps,53.109 Gbps,1.260121e+13,5.62800e+03,4.46149e-10,21.21812
16,17,264,53.109 Gbps,53.121 Gbps,1.338896e+13,5.99100e+03,4.47585e-10,20.68905
17,18,278,53.109 Gbps,53.109 Gbps,1.416703e+13,6.32900e+03,4.46470e-10,21.17066
18,19,293,53.121 Gbps,53.121 Gbps,1.494960e+13,6.65300e+03,4.44715e-10,21.46772
19,20,307,53.121 Gbps,53.109 Gbps,1.569740e+13,6.98400e+03,4.44586e-10,21.21879
20,21,322,53.121 Gbps,53.121 Gbps,1.649898e+13,7.35900e+03,4.46036e-10,20.36409
21,22,337,53.121 Gbps,53.109 Gbps,1.726300e+13,7.68800e+03,4.45354e-10,21.87816
22,23,351,53.109 Gbps,53.109 Gbps,1.803502e+13,8.00600e+03,4.43677e-10,21.87079
23,24,366,53.121 Gbps,53.121 Gbps,1.883668e+13,8.33000e+03,4.41988e-10,21.34543
24,25,381,53.109 Gbps,53.109 Gbps,1.961550e+13,8.65900e+03,4.41131e-10,22.14572
25,26,396,53.109 Gbps,53.109 Gbps,2.039807e+13,8.99400e+03,4.40844e-10,21.21357
